"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"plugin.AugmentState.isOverlapping (java.util.List, com.symatiq.widgets.Widget)","0.001 ms (0%)","0.0 ms (0%)","0.001 ms (0%)","0.0 ms (0%)","1"
"com.symatiq.widgets.Widget.clone (com.symatiq.widgets.Widget)","0.030 ms (0%)","0.0 ms (0%)","0.204 ms (0%)","0.0 ms (0%)","14"
"com.symatiq.widgets.Widget.coveredPercent (String, boolean)","0.002 ms (0%)","0.0 ms (0%)","0.002 ms (0%)","0.0 ms (0%)","1"
"com.symatiq.widgets.Widget.isCloneOrMutation (com.symatiq.widgets.Widget)","0.157 ms (0%)","0.0 ms (0%)","0.157 ms (0%)","0.0 ms (0%)","2,999"
"org.openqa.selenium.json.StringCoercer.lambda$apply$0 (org.openqa.selenium.json.JsonInput, org.openqa.selenium.json.PropertySetting)","0.965 ms (0%)","0.0 ms (0%)","2,205 ms (0.2%)","0.0 ms (0%)","7,483"
"org.openqa.selenium.remote.ElementLocation.findElements (org.openqa.selenium.remote.RemoteWebDriver, org.openqa.selenium.SearchContext, java.util.function.BiFunction, org.openqa.selenium.By)","0.104 ms (0%)","0.0 ms (0%)","2,778 ms (0.2%)","0.0 ms (0%)","30"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.115 ms (0%)","0.0 ms (0%)","0.327 ms (0%)","0.0 ms (0%)","464"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.177 ms (0%)","0.0 ms (0%)","0.177 ms (0%)","0.0 ms (0%)","464"
"org.openqa.selenium.remote.http.Contents$1.length ()","0.005 ms (0%)","0.0 ms (0%)","0.005 ms (0%)","0.0 ms (0%)","31"
"org.openqa.selenium.json.JsonInput.hasNext ()","1.19 ms (0%)","0.0 ms (0%)","5.67 ms (0%)","0.0 ms (0%)","7,462"
"org.openqa.selenium.json.JsonInput.read (String, java.util.function.Function)","0.029 ms (0%)","0.0 ms (0%)","0.032 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.json.JsonInput.close ()","0.131 ms (0%)","0.0 ms (0%)","0.131 ms (0%)","0.0 ms (0%)","453"
